titulo,url,preco,tipo,bairro,cidade,estado,cep,quartos,banheiros,garagens,area_m2,descricao,imagens
"Apartamento à venda no Residencial Arco Íris, 3 quartos, Centenário.",https://pb.olx.com.br/paraiba/imoveis/apartamento-a-venda-no-residencial-arco-iris-3-quartos-centenario-1486254844,185000.0,Apartamento,,Campina Grande,PB,58416-440,3.0,,2.0,,"Código do anúncio: arco Apartamento em excelente localização no bairro do Centenário com fácil acesso ao centro da cidade, próximo ao IFPB, postos de combustíveis, panificadoras, farmácia, hospital de urgência e trauma, supermercado, igrejas, parada de ônibus em frente ao condomínio, academias etc. Apartamento dispõe de três quartos sendo um suíte, sala para dois ambientes, wc social, área de serviço, cozinha e 02 vagas de garagem. E mais: Portaria 24 horas, cerca elétrica, portão automático, quadra, salão de festas. Obs: Prédio sem elevador. * Consumos individualizados de água, gás e energia. Agende uma visita!!! Mais informações:  Tibério Corretor de Imóveis - CRECI 6332 F",https://img.olx.com.br/images/81/814606263466522.jpg | https://img.olx.com.br/images/90/903690502671330.jpg | https://img.olx.com.br/images/90/904684023148445.jpg | https://img.olx.com.br/images/82/823625508440723.jpg | https://img.olx.com.br/images/92/929624624528363.jpg | https://img.olx.com.br/images/87/871618869738336.jpg | https://img.olx.com.br/images/91/919674508064809.jpg | https://img.olx.com.br/images/94/947615867822498.jpg | https://img.olx.com.br/images/17/174675500950876.jpg | https://img.olx.com.br/images/89/895638740466552.jpg | https://img.olx.com.br/images/97/974681749678104.jpg | https://img.olx.com.br/images/17/170673027192262.jpg | https://img.olx.com.br/images/91/914635746840952.jpg | https://img.olx.com.br/images/93/933677264511962.jpg | https://img.olx.com.br/images/17/177677384324534.jpg | https://img.olx.com.br/images/89/896692148770557.jpg
Alugo apartamento Amplo e Sofisticado no Cabo Branco,https://pb.olx.com.br/paraiba/imoveis/alugo-apartamento-amplo-e-sofisticado-no-cabo-branco-1486254818,5500.0,Apartamento,"João Pessoa, Cabo BrancoHoje, 17:24",,,,,,,4165.0,,
Lançamento no Bessa 3 Quartos sendo 2 Suites - 2 Vagas de Garagem,https://pb.olx.com.br/paraiba/imoveis/lancamento-no-bessa-3-quartos-sendo-2-suites-2-vagas-de-garagem-1032159212,717000.0,Imóvel,,João Pessoa,PB,58035-190,3.0,,2.0,78.13,"Super Lançamento na Praia do Bessa, com 2 e 3 quartos sendo 1 ou 2 suítes, Área de Lazer completa e projeto único e diferenciado com 2 vagas de Garagens em todos os apartamentos* 800 Metros da Praia. Prazo de Entrega: 31/12/2026 (Previsto)                                31/03/2026 (Contrato)* Detalhes da Planta: Final 01 - Nascente Sul   - 3 Quartos sendo 2 Suítes - 78,13m² Final 02 - Nascente         - 3 Quartos sendo 2 Suítes - 77,15m² Final 03 - Nascente         - 2 Quartos sendo 2 Suítes - 55,90m² Final 04 - Nascente         - 2 Quartos sendo 2 Suítes - 55,90m² Final 05 - Nascente         - 3 Quartos sendo 2 Suítes - 77,15m² Final 06 - Nascente Nor - 3 Quartos sendo 2 Suítes - 78,13m Coberturas                          158 a 160m² Coberturas Duplex *Área de lazer completa com 2 Vagas de Garagens:* - Piscina - Sala Fitness (Academia) - 2 Elevadores - Espaços Gourmet - Bicicletário - Mine Quadra - Crossfit - Espaço Yoga - Coworking - Brinquedoteca - Medição individualizada de agua, Gás e energia - Piscina com prainha e Churrasqueira - Espaço Mulher (Salão de Beleza) - Espaço Pet (Pet Shop Banho e cuidados especiais com seu animal de estimação) - Playground - Salão de festas - Salão de jogos - Salão de vídeo cinema Total: 102 Unidades (Condomínio baixo) Vendas e Informações: RI- R-5-142.221 *Bruno Pedroza* Corretor de Imóveis Creci 3401F Creci 1012J Informações: + 55 (83) 988316561 *Tabela de preço sujeito a alteração sem aviso prévio e ou indisponibilidade de unidade. #imoveis #imoveisemjoaopessoa #investimento #corretor #pronto #prontoparamorar #corretora #imobiliaria #sonho #moradia #joaopessoa #imobiliaria #mercadoimobiliario #imovel #paraiba #pb #lançamento #brunopedrozaimoveis #praia #penaareaia #bessa #cabobranco #acqualina #euamojampa",https://img.olx.com.br/images/25/253264762312726.jpg | https://img.olx.com.br/images/25/254219766645429.jpg | https://img.olx.com.br/images/25/259269528977329.jpg | https://img.olx.com.br/images/25/256273406596759.jpg | https://img.olx.com.br/images/25/250252526025101.jpg | https://img.olx.com.br/images/25/255210769265426.jpg | https://img.olx.com.br/images/25/254220403127213.jpg | https://img.olx.com.br/images/25/254257162039371.jpg | https://img.olx.com.br/images/25/256277401649398.jpg | https://img.olx.com.br/images/25/254267402189917.jpg | https://img.olx.com.br/images/25/250232407500648.jpg | https://img.olx.com.br/images/25/257285526312064.jpg | https://img.olx.com.br/images/25/255250281650532.jpg | https://img.olx.com.br/images/25/250252409496915.jpg | https://img.olx.com.br/images/25/259262768664897.jpg | https://img.olx.com.br/images/25/251275524264859.jpg
FLAT - MONDO - REPASSE DIRETO COM O PROPRIETÁRIO ,https://pb.olx.com.br/paraiba/imoveis/flat-mondo-repasse-direto-com-o-proprietario-1481796989,235000.0,Imóvel,,João Pessoa,PB,58037-030,,,,34.44,"Flat 34,44m² 3º andar Posição Sul Vista Definitiva para o Mar  SALDO DEVEDOR ATUAL: R$ 275.459,19 Unidade entregue com ar-condicionado no sistema VRF, oferecendo eficiência, silêncio e economia. Bancadas de granito - cozinha e banheiro. Valor abaixo do mercado. Ideal para moradia, Airbnb, locação fixa ou patrimônio de longo prazo. Restante a paga passível de financiamento. Entrega prevista para Maio 2026.",https://img.olx.com.br/images/86/869689381111215.jpg | https://img.olx.com.br/images/63/632611262698209.jpg | https://img.olx.com.br/images/66/660636506626481.jpg | https://img.olx.com.br/images/72/725621746857422.jpg | https://img.olx.com.br/images/74/749677740620077.jpg | https://img.olx.com.br/images/62/623622746299782.jpg | https://img.olx.com.br/images/88/882676266843880.jpg | https://img.olx.com.br/images/90/905679506854424.jpg | https://img.olx.com.br/images/27/277681740152455.jpg | https://img.olx.com.br/images/30/306633384945459.jpg | https://img.olx.com.br/images/33/339635625312009.jpg
Apartamento no Santa Rosa de 2 e 3 quartos com área de lazer completa - Próximo ao BomQueS,https://pb.olx.com.br/paraiba/imoveis/apartamento-no-santa-rosa-de-2-e-3-quartos-com-area-de-lazer-completa-proximo-ao-bomques-1413136137,214000.0,Apartamento,,Campina Grande,PB,58417-050,3.0,,,,"Código do anúncio: VCampina EXCLUSIVO NO SANTA ROSA!  O bairro que mais cresce agora tem um residencial completo, pronto para realizar o seu sonho!  Localização estratégica: A poucos metros da Av. Costa e Silva e do Bom Que Só.  2 ou 3 quartos com varanda gourmet  Acabamento de qualidade  Área de lazer com tudo: Piscina aquecida | Academia | Espaço gourmet | Salão de festas | Mini mercado | Playground e mais!  Condições imperdíveis:  Entrega parcelada em até 24x  Documentação paga pela construtora  Cozinha com móveis até   Financiado pela Caixa Econômica Federal  Não perca! Me chama no WhatsApp e garanta sua unidade!  Paulo Henrique  83.98610.1718 WhatsApp Acesse também nosso instagram: @phenriquemaian",https://img.olx.com.br/images/56/567528346398628.jpg | https://img.olx.com.br/images/51/513510825841120.jpg | https://img.olx.com.br/images/54/542515347028110.jpg | https://img.olx.com.br/images/54/544599469192058.jpg | https://img.olx.com.br/images/61/611595340644204.jpg | https://img.olx.com.br/images/52/521550345297489.jpg | https://img.olx.com.br/images/53/538529588866861.jpg | https://img.olx.com.br/images/54/543578588723803.jpg | https://img.olx.com.br/images/61/614566582579213.jpg | https://img.olx.com.br/images/52/527507826401179.jpg | https://img.olx.com.br/images/61/612507583515414.jpg | https://img.olx.com.br/images/58/585523464127212.jpg | https://img.olx.com.br/images/55/555573463777058.jpg | https://img.olx.com.br/images/52/526542223262337.jpg | https://img.olx.com.br/images/57/571541702946441.jpg | https://img.olx.com.br/images/52/527537345274646.jpg | https://img.olx.com.br/images/56/566533460137207.jpg
Apartamento Paraiso Eco Resort - Aluguel - 3 quartos - Projetados - Campina Grande,https://pb.olx.com.br/paraiba/imoveis/apartamento-paraiso-eco-resort-aluguel-3-quartos-projetados-campina-grande-1431517362,3300.0,Apartamento,"Campina Grande, MiranteHoje, 17:21",,,,3.0,,,390.0,,
"oportunidade locaçâo em Tambaú, para Escritórios,empresas,academias, coworking, escolas,lo",https://pb.olx.com.br/paraiba/comercio-e-industria/oportunidade-locacao-em-tambau-para-escritorios-empresas-academias-coworking-escolas-lo-1486252955,26000.0,Imóvel,,João Pessoa,PB,58039-101,,,,,"Código do anúncio: KX5CBAV Oportunidade de um imovel destinado a empresas, lojas, escritórios, academias, escolas, cultura inglesa, coworking, estúdio, sendo 11 salas, um primeiro andar com salas e seus respectivos banheiros,  e na parte debaixo uma recepção, piscina, salas e banheiro masculino e feminino respectivamente e uma copa cozinha e elevador. os valores dos iptus são destinados a cada sala, pois tem que somar caso seja locado por inteiro, ou então a Pessoa que locar subloca as salas...",https://img.olx.com.br/images/25/250679746324066.jpg | https://img.olx.com.br/images/26/265626867584482.jpg | https://img.olx.com.br/images/33/334651140936805.jpg | https://img.olx.com.br/images/39/393610507821393.jpg | https://img.olx.com.br/images/21/216601142503693.jpg | https://img.olx.com.br/images/38/385614380036360.jpg | https://img.olx.com.br/images/39/398626509544798.jpg | https://img.olx.com.br/images/34/349673862544670.jpg | https://img.olx.com.br/images/95/954692262763356.jpg | https://img.olx.com.br/images/25/252684862024825.jpg | https://img.olx.com.br/images/26/261697740253188.jpg | https://img.olx.com.br/images/25/255629382817798.jpg | https://img.olx.com.br/images/25/257646747332966.jpg | https://img.olx.com.br/images/44/444613741550205.jpg | https://img.olx.com.br/images/28/286669024091568.jpg | https://img.olx.com.br/images/40/409608861059207.jpg | https://img.olx.com.br/images/38/380621147576187.jpg | https://img.olx.com.br/images/27/271613620522457.jpg | https://img.olx.com.br/images/19/191659386208808.jpg | https://img.olx.com.br/images/39/399644024620805.jpg
"Apartamento para Venda em João Pessoa, BANCÁRIOS, 2 dormitórios, 2 banheiros, 1 vaga",https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bancarios-2-dormitorios-2-banheiros-1-vaga-1486250070,330000.0,Apartamento,,João Pessoa,PB,58053-024,2.0,2.0,1.0,49.0,"Código do anúncio: _1-4169514 Os Bancários concentram hoje o que há de mais prático na zona sul de João Pessoa, e o Residencial Allegro ocupa o ponto exato onde essa conveniência se encontra com a valorização garantida. Morar entre a UFPB e a UNIPÊ significa estar a poucos passos de uma rede de serviços que resolve o dia a dia sem tirar o carro da garagem: padarias, shoppings e farmácias fazem parte da vizinhança imediata. É o tipo de endereço que quem conhece o mercado imobiliário da capital busca para consolidar patrimônio, unindo a segurança de um prédio novo à facilidade de acesso que o bairro oferece.     Com entrega prevista para 2026, as unidades de 49 m² priorizam o aproveitamento inteligente de espaço, contando com dois dormitórios e dois banheiros bem distribuídos. O prédio ainda entrega o conforto do elevador e vaga de estacionamento coberta, detalhes que elevam o padrão de moradia e garantem liquidez futura para o investidor ou para a família que busca estabilidade. O processo de aquisição é facilitado com entrada flexível e suporte total na aprovação do crédito em qualquer banco. Se você já pesquisou outras opções na região, sabe que o custo-benefício aqui condiz com a realidade de quem exige qualidade sem abrir mão de um bom negócio. Escolha o momento certo para tirar seus planos do papel.     *IMAGENS MERAMENTE ILUSTRATIVAS",https://img.olx.com.br/images/10/109662389176578.jpg | https://img.olx.com.br/images/10/109673867001624.jpg | https://img.olx.com.br/images/11/112649866134014.jpg | https://img.olx.com.br/images/10/101608629084034.jpg | https://img.olx.com.br/images/11/111689266346948.jpg | https://img.olx.com.br/images/10/100644866636721.jpg | https://img.olx.com.br/images/11/113696506602175.jpg | https://img.olx.com.br/images/10/100689266284179.jpg | https://img.olx.com.br/images/10/105620029757179.jpg | https://img.olx.com.br/images/10/105674504919210.jpg | https://img.olx.com.br/images/10/101609621859914.jpg | https://img.olx.com.br/images/10/109653141706717.jpg | https://img.olx.com.br/images/10/101678749939051.jpg | https://img.olx.com.br/images/11/118633501924513.jpg | https://img.olx.com.br/images/10/100681620791815.jpg | https://img.olx.com.br/images/10/102695144895542.jpg | https://img.olx.com.br/images/11/111680143500306.jpg | https://img.olx.com.br/images/10/107675020486626.jpg | https://img.olx.com.br/images/10/100678023985670.jpg | https://img.olx.com.br/images/11/117686148372481.jpg
"Apartamento para Venda em João Pessoa, BANCÁRIOS, 2 dormitórios, 2 banheiros, 1 vaga",https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bancarios-2-dormitorios-2-banheiros-1-vaga-1486250088,490000.0,Apartamento,,João Pessoa,PB,58053-024,2.0,2.0,1.0,108.99,"Código do anúncio: _1-4158402 Imagine-se relaxando em sua própria SPA privativa com hidromassagem, após um dia intenso de trabalho ou estudos. Este apartamento no Residencial Allegro, no coração dos Bancários, oferece ambientes bem distribuídos em uma área total de 108,99 m², com 53 m² de área privativa e 55,99 m² de área construída. São duas suítes sendo uma reversível que garantem privacidade e conforto para família e convidados, além de uma sala integrada à cozinha, ideal para criar momentos inesquecíveis de convivência. Cada detalhe, dos acabamentos às instalações hidráulicas, foi pensado para transformar sua rotina em uma experiência de bem-estar diário.     O Residencial Allegro se destaca por seu projeto contemporâneo: prédio com elevador, estacionamento privativo , elevando o padrão de segurança e conveniência. Localizado entre a UFPB e Unipê, você desfruta da perfeita combinação entre tranquilidade residencial e acesso rápido a padarias, farmácias, supermercados, pizzarias, academias e shoppings. A proximidade com escolas e centros comerciais garante praticidade para todas as idades, enquanto bares e restaurantes animam suas noites de lazer sem precisar se deslocar longas distâncias.     Não perca a chance de viver com mais conforto e harmonia em um endereço que transpira modernidade e bem-estar. Agende sua visita hoje mesmo e descubra como é viver no lugar onde o seu estilo de vida encontra o equilíbrio perfeito!     PREVISÃO DE ENTREGA: JULHO 2026   *IMAGENS MERAMENTE ILUSTRATIVAS**",https://img.olx.com.br/images/10/109642627863881.jpg | https://img.olx.com.br/images/10/103689504692025.jpg | https://img.olx.com.br/images/10/105620742132386.jpg | https://img.olx.com.br/images/10/105630266633551.jpg | https://img.olx.com.br/images/10/100623746924316.jpg | https://img.olx.com.br/images/10/105699264821290.jpg | https://img.olx.com.br/images/10/108692509552981.jpg | https://img.olx.com.br/images/10/104658266571156.jpg | https://img.olx.com.br/images/99/993662506483321.jpg | https://img.olx.com.br/images/10/104659260756703.jpg | https://img.olx.com.br/images/10/102619268782501.jpg | https://img.olx.com.br/images/10/105663741668545.jpg | https://img.olx.com.br/images/10/108649028413120.jpg | https://img.olx.com.br/images/10/105655629762415.jpg | https://img.olx.com.br/images/10/108610141069357.jpg | https://img.olx.com.br/images/10/109625508174097.jpg | https://img.olx.com.br/images/10/107683502267498.jpg | https://img.olx.com.br/images/10/105690501252830.jpg | https://img.olx.com.br/images/10/105695263189256.jpg | https://img.olx.com.br/images/10/102624141918202.jpg
 Eco Park Condominium & Resort  - Quitado ,https://pb.olx.com.br/paraiba/terrenos/eco-park-condominium-resort-quitado-1467910866,150000.0,Imóvel,,,,,,,,,"O Eco Park Condominium & Resort fica na região metropolitana de João Pessoa, na Paraíba. Um privilégio de estar perto de tudo na BR 230, KM 42. O Eco Park tem seu acesso privilegiado por todos os pontos da cidade e fica a apenas 10 minutos do centro da capital paraibana.  Com três portarias de acesso à entrada e saída, o condomínio tem portaria 24 horas com salas de monitoramento. O projeto é super completo contendo 5 praças de vivência para um lazer de requinte e qualidade. Infraestrutura diferenciada com muros de 3 metros para dar a total segurança e ruas em blocos intertravados, que facilitam o acesso da água ao solo, ajudando, assim, a natureza. Um projeto exclusivo e belíssimo de paisagismo de Benedito Abbud que garantem um ambiente agradável de convivência a todos. Equipado com 5 praças de lazer, complexo aquático com piscina de quase mil metros de lâmina d?agua, lounges, redário, churrasqueiras, estar na água, play aquático, além de Piscina Coberta e Aquecida, sauna, 2 Quadras de Volei de praia, Campo de Futebol Society, 2 Quadra de Tênis e 2 Quadras Poliesportivas. O investimento perfeito para você realizar. O condomínio conta, além do que já foi ilustrado acima, com Campo de futebol,  Churrasqueira, Estacionamento rotativo, Espaço Gourmet, Guarita de segurança, Piscinas, Piscina infantil, Playground, Portaria 24h, Quadra de Tênis, Quadra gramada, Quadra poliesportiva, Salão de festas e Home cinema. Quer vender seu lote com segurança e visibilidade? Anuncie conosco. Além da divulgação, cuidamos da organização documental via despachante, conectando seu imóvel a compradores qualificados e acelerando a negociação. Entre em contato e conheça as oportunidades disponíveis. Lauro Raphael  Gestor imobiliário 7296 (83)98636-6206 ____________________________________________________________ #AlphavilleParaiba #AlphavilleBayeux #SunvilleResidence #BougainvilleResidencePrive #CondominioDasAmericas #ReservaDoAtlantico #PortalDoSolResidence #BrisasDoAtlantico #VillasDoCaboBranco #Ecopark #Bosque #JardinsDoSul #AltiplanoNobre #Vinesse #VinesseCondominio #SonhosDaSerra #VillageIntermares #VillasPontaDeCampina #Alamoana #CostaDoAtlantico #ReservaDoMar #SonhosDaSerraCondominio #TerrasAlphavilleCampinaGrande #SerravilleResidencePrive #ParkVilleResidencePrive #MontevilleResidencePrive #AtmospheraEcoResidence #ReinoVerde #ReinoVerdeGalante #MonteSinaiBananeiras #VillaggioDeiLupi #YesBanana #CondominioYesBanana #VillasDeBananeiras #AltoDaSerraVillas #BananeirasCountryClub #AguasDaSerra #AguasDaSerraHarasEGolfe #QuintasDoLago #VillasDeAreia #CondominioDeCampoAreia",https://img.olx.com.br/images/30/309686601640562.jpg
